RPeakID,RPeakTime,ParticipantID
62,45.051,24
63,45.775,24
64,46.493,24
65,47.196,24
66,47.905,24
67,48.604,24
68,49.301,24
69,49.979,24
70,50.692,24
71,51.428,24
72,52.156,24
73,52.882,24
74,53.627,24
75,54.378,24
76,55.106,24
77,55.849,24
78,56.582,24
79,57.28,24
80,57.967,24
81,58.666,24
82,59.355,24
83,60.031,24
84,60.732,24
85,61.446,24
1,0.206,25
2,0.77,25
3,1.526,25
4,2.236,25
5,2.941,25
6,3.677,25
7,4.428,25
8,5.131,25
9,5.854,25
10,6.524,25
11,7.138,25
12,7.735,25
13,8.345,25
14,8.993,25
15,9.662,25
16,10.318,25
17,11.009,25
18,11.721,25
19,12.475,25
20,13.146,25
21,13.809,25
22,14.461,25
23,15.146,25
24,15.814,25
25,16.443,25
26,17.086,25
27,17.775,25
28,18.467,25
29,19.102,25
30,19.729,25
31,20.387,25
32,21.065,25
33,21.703,25
34,22.335,25
35,22.985,25
36,23.676,25
37,24.333,25
38,24.981,25
39,25.641,25
40,26.329,25
41,26.992,25
42,27.624,25
43,28.269,25
44,28.924,25
45,29.56,25
46,30.175,25
47,30.794,25
48,31.452,25
49,32.135,25
50,32.787,25
51,33.436,25
52,34.072,25
53,34.725,25
54,35.351,25
55,35.947,25
56,36.556,25
57,37.202,25
58,37.889,25
59,38.528,25
60,39.187,25
61,39.868,25
62,40.539,25
63,41.161,25
64,41.775,25
65,42.381,25
66,43.013,25
67,43.636,25
68,44.24,25
69,44.852,25
70,45.475,25
71,46.1,25
72,46.694,25
73,47.292,25
74,47.908,25
75,48.537,25
76,49.129,25
77,49.735,25
78,50.359,25
79,51.015,25
80,51.627,25
81,52.226,25
82,52.832,25
83,53.453,25
84,54.058,25
85,54.684,25
86,55.329,25
87,55.98,25
88,56.598,25
89,57.191,25
90,57.79,25
91,58.41,25
92,59.04,25
93,59.651,25
94,60.253,25
95,60.864,25
96,61.533,25
97,62.248,25
98,62.885,25
99,63.526,25
100,64.156,25
101,64.776,25
102,65.268,25
103,65.993,25
1,0.283,26
2,0.896,26
3,1.497,26
4,2.088,26
5,2.681,26
6,3.274,26
7,3.887,26
8,4.515,26
9,5.227,26
10,5.982,26
11,6.755,26
12,7.568,26
13,8.334,26
14,9.062,26
15,9.797,26
16,10.539,26
17,11.291,26
18,12.044,26
19,12.804,26
20,13.565,26
21,14.291,26
22,14.991,26
23,15.677,26
24,16.362,26
25,17.046,26
26,17.744,26
27,18.449,26
28,19.154,26
29,19.865,26
30,20.565,26
31,21.263,26
32,21.964,26
33,22.66,26
34,23.353,26
35,24.069,26
36,24.806,26
37,25.554,26
38,26.275,26
39,26.993,26
40,27.716,26
41,28.45,26
42,29.168,26
43,29.885,26
44,30.572,26
45,31.247,26
46,31.913,26
47,32.574,26
48,33.229,26
49,33.901,26
50,34.578,26
51,35.271,26
52,35.975,26
53,36.674,26
54,37.367,26
55,38.05,26
56,38.719,26
57,39.375,26
58,40.039,26
59,40.703,26
60,41.367,26
61,42.05,26
62,42.736,26
63,43.422,26
64,44.124,26
65,44.801,26
66,45.461,26
67,46.099,26
68,46.725,26
69,47.348,26
70,47.987,26
71,48.617,26
72,49.258,26
73,49.902,26
74,50.586,26
75,51.297,26
76,51.995,26
77,52.659,26
78,53.327,26
79,54.015,26
80,54.728,26
81,55.428,26
82,56.133,26
83,56.837,26
84,57.513,26
85,58.177,26
86,58.845,26
87,59.511,26
88,60.174,26
89,60.839,26
90,61.491,26
91,62.14,26
92,62.798,26
93,63.449,26
94,63.915,26
1,0.289,27
2,1.121,27
3,1.942,27
4,2.729,27
5,3.452,27
6,4.12,27
7,4.799,27
8,5.474,27
9,6.111,27
10,6.747,27
11,7.465,27
12,8.225,27
13,9.005,27
14,9.76,27
15,10.522,27
16,11.29,27
17,12.033,27
18,12.772,27
19,13.476,27
20,14.197,27
21,14.917,27
22,15.625,27
23,16.319,27
24,17.006,27
25,17.687,27
26,18.372,27
27,19.091,27
28,19.818,27
29,20.528,27
30,21.188,27
31,21.831,27
32,22.512,27
33,23.192,27
34,23.871,27
35,24.537,27
36,25.195,27
37,25.865,27
38,26.538,27
39,27.208,27
40,27.876,27
41,28.53,27
42,29.184,27
43,29.841,27
44,30.514,27
45,31.203,27
46,31.885,27
47,32.575,27
48,33.268,27
49,33.962,27
50,34.648,27
51,35.315,27
52,35.948,27
53,36.555,27
54,37.172,27
55,37.779,27
56,38.4,27
57,39.022,27
58,39.619,27
59,40.246,27
60,40.871,27
61,41.506,27
62,42.129,27
63,42.77,27
64,43.427,27
65,44.07,27
66,44.713,27
67,45.361,27
68,46.006,27
69,46.607,27
70,47.214,27
71,47.81,27
72,48.396,27
73,48.963,27
74,49.533,27
75,50.111,27
76,50.715,27
77,51.325,27
78,51.919,27
79,52.545,27
80,53.185,27
81,53.833,27
82,54.469,27
83,55.104,27
84,55.748,27
85,56.39,27
86,57.017,27
87,57.612,27
88,58.226,27
89,58.826,27
90,59.425,27
91,60.017,27
92,60.576,27
93,61.132,27
94,61.687,27
95,62.238,27
96,62.775,27
97,63.317,27
98,63.918,27
1,0.169,28
2,0.94,28
3,1.682,28
4,2.469,28
5,3.23,28
6,3.988,28
7,4.812,28
8,5.633,28
9,6.513,28
10,6.985,28
11,7.482,28
12,7.963,28
13,8.418,28
14,8.892,28
15,9.353,28
16,10.251,28
17,11.024,28
18,11.764,28
19,12.488,28
20,13.208,28
21,13.978,28
22,14.847,28
23,15.64,28
24,16.484,28
25,16.97,28
26,17.438,28
27,18.331,28
28,18.792,28
29,19.26,28
30,19.711,28
31,20.182,28
32,21.015,28
33,21.854,28
34,22.639,28
35,23.417,28
36,24.261,28
37,25.033,28
38,25.874,28
39,26.654,28
40,27.388,28
41,28.16,28
42,28.912,28
43,29.686,28
44,30.529,28
45,31.345,28
46,32.237,28
47,33.132,28
48,33.934,28
49,34.729,28
50,35.523,28
51,36.25,28
52,37.005,28
53,37.811,28
54,38.563,28
55,39.371,28
56,40.188,28
57,40.925,28
58,41.643,28
59,42.416,28
60,43.261,28
61,44.072,28
62,44.89,28
63,45.781,28
64,46.654,28
65,47.528,28
66,48.422,28
67,49.277,28
68,50.151,28
69,50.96,28
70,51.773,28
71,52.587,28
72,53.363,28
73,54.166,28
74,54.977,28
75,55.768,28
76,56.599,28
77,57.469,28
78,58.272,28
79,59.079,28
80,59.902,28
81,60.676,28
82,61.49,28
83,62.289,28
84,63.049,28
85,63.735,28
1,0.266,29
2,0.829,29
3,1.388,29
4,1.951,29
5,2.512,29
6,3.077,29
7,3.659,29
8,4.26,29
9,4.879,29
10,5.521,29
11,6.152,29
12,6.785,29
13,7.417,29
14,8.039,29
15,8.659,29
16,9.281,29
17,9.893,29
18,10.506,29
19,11.112,29
20,11.712,29
21,12.31,29
22,12.896,29
23,13.484,29
24,14.066,29
25,14.65,29
26,15.239,29
27,15.844,29
28,16.448,29
29,17.049,29
30,17.653,29
31,18.257,29
32,18.861,29
33,19.458,29
34,20.041,29
35,20.621,29
36,21.188,29
37,21.744,29
38,22.293,29
39,22.836,29
40,23.383,29
41,23.929,29
42,24.488,29
43,25.051,29
44,25.617,29
45,26.184,29
46,26.756,29
47,27.325,29
48,27.892,29
49,28.462,29
50,29.037,29
51,29.615,29
52,30.196,29
53,30.772,29
54,31.345,29
55,31.92,29
56,32.501,29
57,33.091,29
58,33.689,29
59,34.293,29
60,34.897,29
61,35.494,29
62,36.089,29
63,36.674,29
64,37.246,29
65,37.814,29
66,38.383,29
67,38.953,29
68,39.521,29
69,40.086,29
70,40.648,29
71,41.21,29
72,41.769,29
73,42.334,29
74,42.918,29
75,43.525,29
76,44.153,29
77,44.779,29
78,45.398,29
79,46.011,29
80,46.619,29
81,47.219,29
82,47.807,29
83,48.39,29
84,48.967,29
85,49.535,29
86,50.094,29
87,50.653,29
88,51.222,29
89,51.791,29
90,52.368,29
91,52.943,29
92,53.523,29
93,54.104,29
94,54.689,29
95,55.271,29
96,55.852,29
97,56.424,29
98,56.999,29
99,57.567,29
100,58.127,29
101,58.68,29
102,59.237,29
103,59.794,29
104,60.348,29
105,60.9,29
106,61.445,29
107,61.995,29
108,62.549,29
109,63.11,29
110,63.618,29
1,0.132,3
2,0.859,3
3,1.587,3
4,2.318,3
5,3.042,3
6,3.763,3
7,4.489,3
8,5.195,3
9,5.921,3
10,6.67,3
11,7.407,3
12,8.162,3
13,8.956,3
14,9.718,3
15,10.498,3
16,11.259,3
17,11.972,3
18,12.685,3
19,13.401,3
20,14.1,3
21,14.81,3
22,15.532,3
23,16.228,3
24,16.929,3
25,17.646,3
26,18.368,3
27,19.084,3
28,19.83,3
29,20.602,3
30,21.367,3
31,22.167,3
32,22.965,3
33,23.727,3
34,24.489,3
35,25.247,3
36,25.957,3
37,26.665,3
38,27.37,3
39,28.068,3
40,28.766,3
41,29.475,3
42,30.192,3
43,30.899,3
44,31.623,3
45,32.353,3
46,33.067,3
47,33.786,3
48,34.501,3
49,35.2,3
50,35.904,3
51,36.605,3
52,37.282,3
53,37.96,3
54,38.638,3
55,39.313,3
56,39.977,3
57,40.64,3
58,41.307,3
59,41.959,3
60,42.616,3
61,43.277,3
62,43.931,3
63,44.594,3
64,45.267,3
65,45.938,3
66,46.596,3
67,47.262,3
68,47.937,3
69,48.608,3
70,49.285,3
71,49.968,3
72,50.634,3
73,51.3,3
74,51.962,3
75,52.612,3
76,53.252,3
77,53.89,3
78,54.53,3
79,55.164,3
80,55.809,3
81,56.469,3
82,57.13,3
83,57.801,3
84,58.494,3
85,59.183,3
86,59.854,3
87,60.534,3
88,61.211,3
89,61.876,3
90,62.663,3
1,0.38,30
2,1.076,30
3,1.793,30
4,2.468,30
5,3.159,30
6,3.831,30
7,4.517,30
8,5.186,30
9,5.85,30
10,6.518,30
11,7.181,30
12,7.857,30
13,8.51,30
14,9.196,30
15,9.9,30
16,10.575,30
17,11.208,30
18,11.892,30
19,12.587,30
20,13.304,30
21,14.024,30
22,14.752,30
23,15.457,30
24,16.166,30
25,16.873,30
26,17.594,30
27,18.337,30
28,19.036,30
29,19.77,30
30,20.473,30
31,21.21,30
32,21.882,30
33,22.58,30
34,23.306,30
35,24.019,30
36,24.752,30
37,25.492,30
38,26.195,30
39,26.913,30
40,27.597,30
41,28.264,30
42,28.935,30
43,29.595,30
44,30.281,30
45,30.968,30
46,31.696,30
47,32.399,30
48,33.119,30
49,33.819,30
50,34.54,30
51,35.242,30
52,35.963,30
53,36.669,30
54,37.392,30
55,38.111,30
56,38.856,30
57,39.588,30
58,40.326,30
59,41.024,30
60,41.729,30
61,42.406,30
62,43.118,30
63,43.798,30
64,44.501,30
65,45.22,30
66,45.92,30
67,46.642,30
68,47.347,30
69,48.055,30
70,48.756,30
71,49.417,30
72,50.109,30
73,50.789,30
74,51.466,30
75,52.145,30
76,52.814,30
77,53.5,30
78,54.159,30
79,54.838,30
80,55.548,30
81,56.225,30
82,56.925,30
83,57.61,30
84,58.272,30
85,58.96,30
86,59.652,30
87,60.309,30
88,60.985,30
89,61.686,30
90,62.341,30
91,63.016,30
92,63.585,30
1,0.052,4
2,0.56,4
3,1.149,4
4,1.733,4
5,2.319,4
6,2.903,4
7,3.483,4
8,4.06,4
9,4.633,4
10,5.207,4
11,5.766,4
12,6.325,4
13,6.884,4
14,7.447,4
15,8.003,4
16,8.551,4
17,9.102,4
18,9.651,4
19,10.19,4
20,10.726,4
21,11.268,4
22,11.814,4
23,12.37,4
24,12.928,4
25,13.471,4
26,14.016,4
27,14.566,4
28,15.114,4
29,15.659,4
30,16.211,4
31,16.756,4
32,17.302,4
33,17.838,4
34,18.382,4
35,18.917,4
36,19.452,4
37,19.98,4
38,20.511,4
39,21.043,4
40,21.577,4
41,22.113,4
42,22.648,4
43,23.178,4
44,23.714,4
45,24.246,4
46,24.773,4
47,25.303,4
48,25.828,4
49,26.351,4
50,26.87,4
51,27.391,4
52,27.91,4
53,28.429,4
54,28.942,4
55,29.457,4
56,29.973,4
57,30.492,4
58,31.003,4
59,31.516,4
60,32.034,4
61,32.549,4
62,33.062,4
63,33.578,4
64,34.097,4
65,34.62,4
66,35.141,4
67,35.656,4
68,36.176,4
69,36.699,4
70,37.221,4
71,37.737,4
72,38.256,4
73,38.78,4
74,39.305,4
75,39.825,4
76,40.346,4
77,40.874,4
78,41.399,4
79,41.925,4
80,42.449,4
81,42.976,4
82,43.508,4
83,44.038,4
84,44.567,4
85,45.094,4
86,45.625,4
87,46.159,4
88,46.691,4
89,47.216,4
90,47.736,4
91,48.254,4
92,48.773,4
93,49.29,4
94,49.8,4
95,50.311,4
96,50.817,4
97,51.32,4
98,51.821,4
99,52.328,4
100,52.836,4
101,53.344,4
102,53.848,4
103,54.355,4
104,54.867,4
105,55.38,4
106,55.893,4
107,56.406,4
108,56.915,4
109,57.423,4
110,57.935,4
111,58.446,4
112,58.954,4
113,59.457,4
114,59.958,4
115,60.462,4
116,60.965,4
117,61.471,4
118,61.97,4
1,0.544,5
2,1.194,5
3,1.822,5
4,2.452,5
5,3.07,5
6,3.678,5
7,4.281,5
8,4.891,5
9,5.52,5
10,6.183,5
11,6.876,5
12,7.572,5
13,8.267,5
14,8.955,5
15,9.615,5
16,10.277,5
17,10.925,5
18,11.559,5
19,12.191,5
20,12.816,5
21,13.442,5
22,14.06,5
23,14.679,5
24,15.303,5
25,15.929,5
26,16.542,5
27,17.16,5
28,17.795,5
29,18.429,5
30,19.069,5
31,19.723,5
32,20.379,5
33,21.014,5
34,21.646,5
35,22.276,5
36,22.9,5
37,23.514,5
38,24.119,5
39,24.724,5
40,25.324,5
41,25.925,5
42,26.522,5
43,27.128,5
44,27.738,5
45,28.348,5
46,28.949,5
47,29.566,5
48,30.181,5
49,30.793,5
50,31.399,5
51,32.002,5
52,32.604,5
53,33.211,5
54,33.815,5
55,34.412,5
56,35.02,5
57,35.625,5
58,36.223,5
59,36.829,5
60,37.441,5
61,38.056,5
62,38.687,5
63,39.316,5
64,39.955,5
65,40.607,5
66,41.255,5
67,41.882,5
68,42.524,5
69,43.155,5
70,43.769,5
71,44.375,5
72,44.969,5
73,45.559,5
74,46.155,5
75,46.761,5
76,47.379,5
77,48.01,5
78,48.638,5
79,49.272,5
80,49.908,5
81,50.534,5
82,51.163,5
83,51.789,5
84,52.406,5
85,53.014,5
86,53.621,5
87,54.226,5
88,54.827,5
89,55.422,5
90,56.011,5
91,56.611,5
92,57.206,5
93,57.795,5
94,58.383,5
95,58.973,5
96,59.564,5
97,60.153,5
98,60.733,5
99,61.316,5
1,0.203,6
2,0.871,6
3,1.528,6
4,2.159,6
5,2.773,6
6,3.363,6
7,3.944,6
8,4.523,6
9,5.094,6
10,5.672,6
11,6.248,6
12,6.824,6
13,7.395,6
14,7.968,6
15,8.557,6
16,9.161,6
17,9.758,6
18,10.347,6
19,10.936,6
20,11.523,6
21,12.109,6
22,12.688,6
23,13.251,6
24,13.814,6
25,14.393,6
26,15.001,6
27,15.635,6
28,16.268,6
29,16.919,6
30,17.574,6
31,18.232,6
32,18.872,6
33,19.514,6
34,20.164,6
35,20.805,6
36,21.406,6
37,21.994,6
38,22.575,6
39,23.149,6
40,23.712,6
41,24.278,6
42,24.849,6
43,25.425,6
44,25.998,6
45,26.576,6
46,27.167,6
47,27.776,6
48,28.383,6
49,29,6
50,29.629,6
51,30.257,6
52,30.868,6
53,31.464,6
54,32.05,6
55,32.629,6
56,33.199,6
57,33.762,6
58,34.326,6
59,34.889,6
60,35.452,6
61,36.008,6
62,36.561,6
63,37.117,6
64,37.676,6
65,38.236,6
66,38.805,6
67,39.377,6
68,39.965,6
69,40.563,6
70,41.147,6
71,41.732,6
72,42.321,6
73,42.911,6
74,43.497,6
75,44.075,6
76,44.656,6
77,45.237,6
78,45.815,6
79,46.385,6
80,46.956,6
81,47.521,6
82,48.08,6
83,48.625,6
84,49.168,6
85,49.716,6
86,50.272,6
87,50.845,6
88,51.414,6
89,51.988,6
90,52.564,6
91,53.159,6
92,53.766,6
93,54.358,6
94,54.952,6
95,55.547,6
96,56.153,6
97,56.747,6
98,57.325,6
99,57.908,6
100,58.48,6
101,59.051,6
102,59.618,6
103,60.175,6
104,60.745,6
105,61.334,6
106,61.937,6
1,0.491,7
2,1.176,7
3,1.814,7
4,2.451,7
5,3.089,7
6,3.719,7
7,4.336,7
8,4.97,7
9,5.603,7
10,6.232,7
11,6.849,7
12,7.477,7
13,8.102,7
14,8.698,7
15,9.254,7
16,9.831,7
17,10.423,7
18,11.006,7
19,11.615,7
20,12.247,7
21,12.887,7
22,13.505,7
23,14.111,7
24,14.725,7
25,15.334,7
26,15.912,7
27,16.485,7
28,17.085,7
29,17.687,7
30,18.3,7
31,18.892,7
32,19.484,7
33,20.078,7
34,20.671,7
35,21.235,7
36,21.803,7
37,22.392,7
38,22.998,7
39,23.601,7
40,24.207,7
41,24.852,7
42,25.516,7
43,26.158,7
44,26.812,7
45,27.469,7
46,28.111,7
47,28.735,7
48,29.374,7
49,30.004,7
50,30.62,7
51,31.268,7
52,31.918,7
53,32.552,7
54,33.189,7
55,33.85,7
56,34.524,7
57,35.177,7
58,35.832,7
59,36.493,7
60,37.14,7
61,37.753,7
62,38.381,7
63,39.013,7
64,39.646,7
65,40.247,7
66,40.865,7
67,41.477,7
68,42.085,7
69,42.674,7
70,43.273,7
71,43.887,7
72,44.484,7
73,45.083,7
74,45.698,7
75,46.338,7
76,46.967,7
77,47.591,7
78,48.232,7
79,48.871,7
80,49.485,7
81,50.117,7
82,50.758,7
83,51.384,7
84,52.013,7
85,52.651,7
86,53.269,7
87,53.874,7
88,54.485,7
89,55.106,7
90,55.734,7
91,56.367,7
92,57.032,7
93,57.716,7
94,58.386,7
95,59.083,7
96,59.773,7
97,60.426,7
98,61.047,7
99,61.683,7
1,0.17,8
2,0.925,8
3,1.669,8
4,2.421,8
5,3.151,8
6,3.906,8
7,4.728,8
8,5.562,8
9,6.349,8
10,7.094,8
11,7.857,8
12,8.642,8
13,9.403,8
14,10.114,8
15,10.801,8
16,11.508,8
17,12.247,8
18,13.004,8
19,13.728,8
20,14.496,8
21,15.284,8
22,16.051,8
23,16.78,8
24,17.54,8
25,18.304,8
26,19.042,8
27,19.733,8
28,20.438,8
29,21.16,8
30,21.902,8
31,22.598,8
32,23.279,8
33,23.96,8
34,24.673,8
35,25.354,8
36,26.035,8
37,26.718,8
38,27.411,8
39,28.081,8
40,28.715,8
41,29.357,8
42,30.036,8
43,30.764,8
44,31.45,8
45,32.101,8
46,32.784,8
47,33.477,8
48,34.171,8
49,34.828,8
50,35.472,8
51,36.127,8
52,36.796,8
53,37.463,8
54,38.106,8
55,38.741,8
56,39.403,8
57,40.065,8
58,40.738,8
59,41.395,8
60,42.066,8
61,42.78,8
62,43.517,8
63,44.203,8
64,44.867,8
65,45.525,8
66,46.197,8
67,46.902,8
68,47.583,8
69,48.222,8
70,48.853,8
71,49.514,8
72,50.218,8
73,50.872,8
74,51.504,8
75,52.14,8
76,52.812,8
77,53.459,8
78,54.069,8
79,54.687,8
80,55.33,8
81,55.999,8
82,56.645,8
83,57.257,8
84,57.885,8
85,58.562,8
86,59.248,8
87,59.926,8
88,60.638,8
89,61.395,8
90,61.942,8
1,0.288,9
2,0.802,9
3,1.309,9
4,1.816,9
5,2.323,9
6,2.83,9
7,3.331,9
8,3.84,9
9,4.358,9
10,4.893,9
11,5.432,9
12,5.971,9
13,6.523,9
14,7.086,9
15,7.644,9
16,8.208,9
17,8.778,9
18,9.323,9
19,9.873,9
20,10.423,9
21,10.969,9
22,11.493,9
23,12.014,9
24,12.529,9
25,13.049,9
26,13.58,9
27,14.097,9
28,14.607,9
29,15.109,9
30,15.615,9
31,16.125,9
32,16.647,9
33,17.18,9
34,17.711,9
35,18.237,9
36,18.766,9
37,19.291,9
38,19.822,9
39,20.357,9
40,20.906,9
41,21.463,9
42,22.02,9
43,22.577,9
44,23.134,9
45,23.675,9
46,24.221,9
47,24.76,9
48,25.301,9
49,25.832,9
50,26.368,9
51,26.906,9
52,27.45,9
53,27.987,9
54,28.514,9
55,29.043,9
56,29.572,9
57,30.119,9
58,30.653,9
59,31.195,9
60,31.749,9
61,32.318,9
62,32.904,9
63,33.475,9
64,34.041,9
65,34.606,9
66,35.169,9
67,35.73,9
68,36.268,9
69,36.801,9
70,37.331,9
71,37.867,9
72,38.404,9
73,38.935,9
74,39.468,9
75,40.006,9
76,40.55,9
77,41.097,9
78,41.636,9
79,42.175,9
80,42.714,9
81,43.253,9
82,43.782,9
83,44.317,9
84,44.856,9
85,45.396,9
86,45.931,9
87,46.464,9
88,46.997,9
89,47.536,9
90,48.08,9
91,48.617,9
92,49.15,9
93,49.692,9
94,50.247,9
95,50.806,9
96,51.344,9
97,51.89,9
98,52.435,9
99,52.988,9
100,53.526,9
101,54.066,9
102,54.607,9
103,55.151,9
104,55.69,9
105,56.235,9
106,56.783,9
107,57.341,9
108,57.895,9
109,58.439,9
110,58.987,9
111,59.538,9
112,60.095,9
113,60.631,9
114,61.165,9
115,61.71,9
116,62.264,9
117,62.83,9
118,63.38,9
119,63.926,9
120,64.699,9
