Time;EventType;ParticipantID
23.358;IC;57
24.461;TO;57
24.594;IC;57
25.516;TO;57
25.824;IC;57
26.739;TO;57
27.121;IC;57
28.342;TO;57
28.47;IC;57
29.395;TO;57
29.707;IC;57
30.807;TO;57
30.952;IC;57
32.048;TO;57
32.201;IC;57
33.114;TO;57
33.436;IC;57
34.638;TO;57
34.78;IC;57
35.723;TO;57
36.067;IC;57
37.238;TO;57
37.374;IC;57
38.54;TO;57
38.677;IC;57
39.828;TO;57
39.967;IC;57
40.968;TO;57
41.251;IC;57
42.418;TO;57
42.546;IC;57
43.599;TO;57
44.666;IC;57
45.077;TO;57
45.212;IC;57
46.172;TO;57
46.512;IC;57
47.641;TO;57
47.787;IC;57
48.756;TO;57
49.833;IC;57
50.281;TO;57
50.421;IC;57
51.653;TO;57
51.79;IC;57
52.822;TO;57
53.192;IC;57
54.33;TO;57
54.463;IC;57
55.761;TO;57
55.891;IC;57
56.818;TO;57
57.214;IC;57
58.155;TO;57
58.557;IC;57
59.732;TO;57
1.511;IC;58
3.432;TO;58
5.814;IC;58
6.007;TO;58
10.655;IC;58
11.173;TO;58
13.714;IC;58
13.846;TO;58
20.855;IC;58
21.09;TO;58
24.901;IC;58
25.95;TO;58
27.955;IC;58
28.173;TO;58
29.248;IC;58
30.78;TO;58
34.195;IC;58
35.224;TO;58
36.094;IC;58
37.373;TO;58
39.248;IC;58
39.498;TO;58
40.438;IC;58
41.646;TO;58
42.796;IC;58
43.787;TO;58
45.238;IC;58
45.983;TO;58
48.026;IC;58
48.416;TO;58
49.196;IC;58
50.307;TO;58
51.452;IC;58
52.738;TO;58
54.771;IC;58
54.994;TO;58
56.96;IC;58
57.206;TO;58
57.624;IC;58
57.76;TO;58
58.229;IC;58
59.474;TO;58
2.078;IC;59
2.215;TO;59
3.741;IC;59
4.982;TO;59
5.114;IC;59
6.384;TO;59
7.486;IC;59
7.802;TO;59
8.903;IC;59
9.261;TO;59
10.397;IC;59
10.758;TO;59
13.262;IC;59
13.417;TO;59
13.774;IC;59
14.843;TO;59
15.166;IC;59
16.444;TO;59
16.591;IC;59
17.862;TO;59
18.026;IC;59
19.239;TO;59
19.399;IC;59
20.419;TO;59
20.798;IC;59
21.853;TO;59
22.227;IC;59
23.302;TO;59
23.674;IC;59
24.971;TO;59
25.934;IC;59
26.084;TO;59
27.826;IC;59
29.011;TO;59
29.143;IC;59
30.462;TO;59
30.6;IC;59
31.616;TO;59
32.862;IC;59
33.194;TO;59
34.757;IC;59
35.757;TO;59
36.114;IC;59
37.324;TO;59
37.471;IC;59
38.725;TO;59
38.891;IC;59
40.088;TO;59
40.232;IC;59
41.453;TO;59
41.589;IC;59
42.651;TO;59
43.001;IC;59
44.01;TO;59
44.128;IC;59
44.237;TO;59
45.21;IC;59
45.35;TO;59
46.582;IC;59
46.73;TO;59
47.969;IC;59
48.146;TO;59
48.498;IC;59
49.683;TO;59
49.872;IC;59
50.793;TO;59
52.026;IC;59
52.357;TO;59
52.529;IC;59
53.54;TO;59
53.944;IC;59
55.156;TO;59
55.316;IC;59
56.29;TO;59
56.645;IC;59
57.834;TO;59
57.993;IC;59
58.992;TO;59
